caseid,congress,year,dname,rname,dmajor,dminor,dall,rmajor,rminor,rall,unfusedminorparties,linesqd,linesqr,linesnd,linesnr,linesu,presidential,incumbent,dincumbent,rincumbent,districtfixedeffect,uncontested,winner,democraticmarginofvictory,nyc,chamber,icpsr,state_icpsr,state_abbrev,party_code,occupancy,last_means,district_code,bioname,gender,race,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,win_percentage,competitive,age,dal,ral,dc,rc,dg,rg,di,ri,dl,rl,dlt,rlt,drtl,rrtl,dsam,rsam,dr,rr,dtc,rtc,dwe,rwe,dwf,rwf,rd,_merge,fe,party,lib_dem_supp,cons_dem_supp,ind_dem_supp,lib_rep_supp,cons_rep_supp,ind_rep_supp,int_r_lib,int_d_lib,int_r_cons,int_d_cons,int_r_ind,int_d_ind,dm_nominate_dim1,dm_party,dm_ind_rep_supp,dm_cons_rep_supp,dm_lib_rep_supp,dm_ind_dem_supp,dm_cons_dem_supp,dm_lib_dem_supp,dm_gender,dm_race,dm_age,dm_competitive,dm_nyc,dm_int_d_ind,dm_int_r_ind,dm_int_d_cons,dm_int_r_cons,dm_int_d_lib,dm_int_r_lib,dm_dl,dm_rl,dm_dc,dm_rc,dm_di,dm_ri,dm_uncontested,dm_incumbent,int_comp1,int_comp2,int_comp3,int_comp4,int_comp5,int_comp6,int_comp10,int_comp20,int_comp30,int_comp40,int_comp50,int_comp60,int_uncont1,int_uncont2,int_uncont3,int_uncont4,int_uncont5,int_uncont6,int_uncont10,int_uncont20,int_uncont30,int_uncont40,int_uncont50,int_uncont60,int_incu1,int_incu2,int_incu3,int_incu4,int_incu5,int_incu6,int_incu10,int_incu20,int_incu30,int_incu40,int_incu50,int_incu60,dm_int_incu60,dm_int_incu50,dm_int_incu40,dm_int_incu30,dm_int_incu20,dm_int_incu10,dm_int_incu6,dm_int_incu5,dm_int_incu4,dm_int_incu3,dm_int_incu2,dm_int_incu1,dm_int_uncont60,dm_int_uncont50,dm_int_uncont40,dm_int_uncont30,dm_int_uncont20,dm_int_uncont10,dm_int_uncont6,dm_int_uncont5,dm_int_uncont4,dm_int_uncont3,dm_int_uncont2,dm_int_uncont1,dm_int_comp60,dm_int_comp50,dm_int_comp40,dm_int_comp30,dm_int_comp20,dm_int_comp10,dm_int_comp6,dm_int_comp5,dm_int_comp4,dm_int_comp3,dm_int_comp2,dm_int_comp1,dm_nokken_poole_dim1,d_prop_pres,dm_d_prop_pres,int10,int20,int30,int40,int50,int60,dm_dal,dm_ral,dm_dg,dm_rg,dm_dlt,dm_rlt,dm_drtl,dm_rrtl,dm_dsam,dm_rsam,dm_dtc,dm_rtc,dm_dwe,dm_rwe,dm_dr,dm_rr,dm_dwf,dm_rwf,mint1,mint2,mint3,mint4,mint5,mint6,mint7,mint8,mint9,mint10,mint11,mint12,mint13,mint14,mint15,mint16,mint17,mint18,dm_mint1,dm_mint2,dm_mint3,dm_mint4,dm_mint5,dm_mint6,dm_mint7,dm_mint8,dm_mint9,dm_mint10,dm_mint11,dm_mint12,dm_mint13,dm_mint14,dm_mint15,dm_mint16,dm_mint17,dm_mint18
799,103,1992,MALONEY,GREEN,97059,4593,101652,92034,5181,97215,2970,1,0,0,1,1,1,1,0,1,d14,0,D,0.022311394,1,House,29379,13,NY,100,0,1,14,"MALONEY, Carolyn Bosher",1,0,M000087,1946,,-.38699999,-.27599999,-167.81073,.83521998,932,62,,-.35699999,-.56,.51115572,1,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,-.2,0,.19999999,0,0,-4,.80000001,0,0,0,0,0,0,0,.19999999,-.2,0,0,-.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,-.2,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,.024800003,.5036341,-.17299825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,106,1998,MALONEY,KUPFERMAN,104351,6721,111072,32458,0,32458,0,2,0,0,0,0,0,1,1,0,d14,0,D,0.547718247,1,House,29379,13,NY,100,0,1,14,"MALONEY, Carolyn Bosher",1,0,M000087,1946,,-.38699999,-.27599999,-178.60538,.80865997,841,78,,-.36500001,-.27000001,.77385914,0,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,.80000001,0,.19999999,0,0,2,-.2,0,0,0,0,0,0,0,.19999999,-.2,0,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,-.2,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,.016799986,.77385914,.097226799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,107,2000,RANGEL,SUERO,124415,5746,130161,6906,440,7346,4157,2,0,0,1,4,1,1,1,0,d15,0,D,0.89315453,1,House,13035,13,NY,100,0,1,15,"RANGEL, Charles B.",0,1,R000053,1930,,-.514,-.34099999,-138.9845,.80599999,644,54,,-.45899999,-.46900001,.94657725,0,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,matched (3),d15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,0,.79999995,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,0,0,0,0,0,0,0,0,0,.057399988,.91880083,-.01651895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,106,1998,RANGEL,CUNNINGHAM,88271,2153,90424,5633,0,5633,1082,1,0,0,0,1,0,1,1,0,d15,0,D,0.882715471,1,House,13035,13,NY,100,0,1,15,"RANGEL, Charles B.",0,1,R000053,1930,,-.514,-.34099999,-146.23116,.82499999,760,60,,-.458,-.37099999,.94135773,0,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,-.20000005,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,0,0,0,0,0,0,0,0,0,.058399975,.96512985,.029810071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,104,1994,RANGEL,,74566,3264,77830,0,0,0,2812,1,0,0,0,2,0,1,1,0,d15,1,D,NA,1,House,13035,13,NY,100,0,1,15,"RANGEL, Charles B.",0,1,R000053,1930,,-.514,-.34099999,-188.55736,.83899999,1072,73,,-.54100001,-.41299999,1,0,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,-.20000005,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,0,0,0,0,0,0,0,0,0,0,0,0,-.024600029,.93087226,-.0044475198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,103,1992,RANGEL,,101229,3782,105011,0,0,0,5682,1,0,0,0,3,1,1,1,0,d15,1,D,NA,1,House,13035,13,NY,100,0,1,15,"RANGEL, Charles B.",0,1,R000053,1930,,-.514,-.34099999,-142.69518,.84600002,851,65,,-.62699997,-.046999998,1,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,-.20000005,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,0,0,0,0,0,0,0,0,0,0,0,0,-.11059999,.94866884,.013349056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,105,1996,RANGEL,ADAMS,108680,5218,113898,5951,0,5951,4885,1,0,0,0,3,1,1,1,0,d15,0,D,0.900691704,1,House,13035,13,NY,100,0,1,15,"RANGEL, Charles B.",0,1,R000053,1930,,-.514,-.34099999,-195.44075,.79400003,848,86,,-.49700001,-.303,.95034587,0,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,-.20000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,0,0,0,0,0,0,0,0,0,.019399971,.91312712,-.022192657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,103,1992,SERRANO,WALTERS,80927,4295,85222,6741,1234,7975,0,1,1,0,0,0,1,1,1,0,d16,0,D,0.828857152,1,House,29134,13,NY,100,0,1,16,"SERRANO, José E.",0,1,S000248,1943,,-.491,-.37900001,-115.8392,.88229001,925,58,,-.546,-.237,.91442859,0,49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,-.067000002,.91442859,-.036167264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,107,2000,SERRANO,JUSTICE,100891,2150,103041,3934,0,3934,571,1,0,0,0,1,1,1,1,0,d16,0,D,0.926450105,1,House,29134,13,NY,100,0,1,16,"SERRANO, José E.",0,1,S000248,1943,,-.491,-.37900001,-114.95647,.83721,647,42,,-.419,-.42899999,.96322507,0,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,.060000002,.96289599,.012300134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,105,1996,SERRANO,TORRES,86971,8597,95568,2878,0,2878,787,1,0,0,0,1,1,1,1,0,d16,0,D,0.941531398,1,House,29134,13,NY,100,0,1,16,"SERRANO, José E.",0,1,S000248,1943,,-.491,-.37900001,-188.69255,.81347001,914,82,,-.484,-.43900001,.97076571,0,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,-.0049999952,.9630667,.012470841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,104,1994,SERRANO,,57157,1415,58572,0,0,0,2257,1,0,0,0,1,0,1,1,0,d16,1,D,NA,1,House,29134,13,NY,100,0,1,16,"SERRANO, José E.",0,1,S000248,1943,,-.491,-.37900001,-196.43385,.84095001,1134,84,,-.50199997,-.28799999,1,0,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,-.022999972,.95447719,.0038813353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,106,1998,SERRANO,BAYLEY,65957,1410,67367,2457,0,2457,756,1,0,0,0,1,0,1,1,0,d16,0,D,0.929623052,1,House,29134,13,NY,100,0,1,16,"SERRANO, José E.",0,1,S000248,1943,,-.491,-.37900001,-180.36583,.80080998,812,74,,-.44400001,-.43399999,.9648115,0,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,.034999996,.95811093,.0075150728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,105,1996,ENGEL,MCCARTHY,97891,3396,101287,11488,4404,15892,2008,1,2,0,0,1,1,1,1,0,d17,0,D,0.728756859,1,House,15603,13,NY,100,0,1,17,"ENGEL, Eliot Lance",0,0,E000179,1947,,-.40799999,-.089000002,-199.42467,.80045998,896,89,,-.41999999,-.28200001,.86437845,0,49,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,matched (3),d17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.020000011,.88001174,.039147615,0,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,106,1998,ENGEL,FIUMEFREDDO,79257,1690,80947,7982,3055,11037,0,1,2,0,0,0,0,1,1,0,d17,0,D,0.760023482,1,House,15603,13,NY,100,0,1,17,"ENGEL, Eliot Lance",0,0,E000179,1947,,-.40799999,-.089000002,-169.36957,.80659002,788,60,,-.42500001,-.2,.88001174,0,51,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,.80000001,.19999999,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.014999986,.89710355,.056239426,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,107,2000,ENGEL,MCMANUS,112748,2345,115093,11513,1688,13201,0,1,1,0,0,0,1,1,1,0,d17,0,D,0.794207056,1,House,15603,13,NY,100,0,1,17,"ENGEL, Eliot Lance",0,0,E000179,1947,,-.40799999,-.089000002,-127.27147,.81992,641,49,,-.345,-.222,.89710355,0,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-.2,.19999999,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,.39999998,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,.39999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.094999999,.77605605,-.064808071,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,104,1994,ENGEL,MARSHALL,70486,2835,73321,16896,0,16896,4262,1,0,0,0,2,0,1,1,0,d17,0,D,0.625436448,1,House,15603,13,NY,100,0,1,17,"ENGEL, Eliot Lance",0,0,E000179,1947,,-.40799999,-.089000002,-245.66808,.80690002,1145,104,,-.47999999,-.22,.81271821,0,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,-.80000001,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.039999992,.80133355,-.039530575,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,103,1992,ENGEL,RICHMAN,94758,3310,98068,16511,0,16511,7802,1,0,0,0,3,1,1,1,0,d17,0,D,0.711797101,1,House,15603,13,NY,100,0,1,17,"ENGEL, Eliot Lance",0,0,E000179,1947,,-.40799999,-.089000002,-141.09589,.85029,870,66,,-.52999997,-.183,.85589856,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,-.80000001,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,-.60000002,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,-.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.089999974,.84981585,.0089517236,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,107,2000,LOWEY,VONGLIS,126878,0,126878,52923,5099,58022,3747,1,0,0,0,1,1,1,1,0,d18,0,D,0.37239589,1,House,15612,13,NY,100,0,1,18,"LOWEY, Nita M.",1,0,L000480,1937,,-.389,-.15800001,-106.89591,.85150999,665,38,,-.391,-.34,.68619794,0,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-.40000001,0,0,0,0,0,0,0,0,0,0,.19999999,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,.013200015,.57270402,-.080265462,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,105,1996,LOWEY,KATSORHIS,118194,0,118194,51656,7831,59487,8041,0,1,0,0,2,1,1,1,0,d18,0,D,0.33040674,1,House,15612,13,NY,100,0,1,18,"LOWEY, Nita M.",1,0,L000480,1937,,-.389,-.15800001,-213.42732,.79374999,924,98,,-.419,-.375,.66520339,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),d18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,0,0,0,0,0,0,0,.19999999,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.40000001,0,0,0,-.014799982,.63640279,-.016566694,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,103,1992,LOWEY,DIOGUARDI,115841,0,115841,74076,18611,92687,0,0,2,0,0,0,1,1,1,0,d18,0,D,0.111035448,1,House,15612,13,NY,100,0,1,18,"LOWEY, Nita M.",1,0,L000480,1937,,-.389,-.15800001,-128.3667,.87361002,950,51,,-.40400001,-.139,.55551773,1,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,matched (3),d18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4,.60000002,0,0,0,0,0,0,0,0,0,0,.19999999,0,0,-.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.19999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,0,0,0,.00020000339,.67256832,.019598842,0,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
